title,description,cyber,innovation,acquisition,cybersecurity,toc,intelligence,theory of constraints,tesseract,intelligence analysis,python data science,training,mbse,digital engineering,digital,afit,cyber security
SSE Cyber Intermediate Video Series - Appendix C - Functional Thread Analysis,"['brief', 'video', 'provide', 'overview', 'functional', 'thread', 'analysis', 'fta', 'system', 'security', 'engineering', 'cyber', 'guidebook', 'ssecg']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"Python DS Learning Path Step6 Task1 - Missing Data, Outliers","['process', 'stage', 'identify', 'missing', 'data', 'deal', 'outlier', 'titanic', 'training', 'dataset', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step5 Task3 - Combining Data Part 1,"['example', 'combine', 'data', 'across', '2', 'table', 'python', 'enable', 'complex', 'query', 'part1', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step5 Task4 - Combining Data Part 2,"['example', 'combine', 'data', 'across', '2', 'table', 'python', 'enable', 'complex', 'query', 'part2', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step6 Task2 - Process Training Set Part2,"['process', 'titanic', 'training', 'dataset', 'python', 'part2', 'cover', 'replace', 'missing', 'value', 'estimate', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Python DS Learning Path Step6 Task3 - Process Training set, Part3","['process', 'titanic', 'training', 'dataset', 'python', 'part3', 'cover', 'outlier', 'analysis', 'boxplots', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step6 Task4 - Process Training Set Part 4,"['process', 'titanic', 'training', 'dataset', 'part', '4', 'exploratory', 'data', 'analysis', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step6 Task5 - Process Titanic Test Dataset,"['process', 'titanic', 'test', 'dataset', 'manner', 'training', 'set', 'processed', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step7 Task1 - Analysis Lecture1,"['lecture', '1', 'analysis', 'phase', 'classification', 'estimation', 'decision', 'tree', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step7 Task2 - Analysis Lecture 2,"['analysis', 'lecture', '2', 'classification', 'metric', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step7 Task3 - Analysis Lecture 3,"['analysis', 'phase', 'lecture', '3', 'ensemble', 'learning', 'random', 'forest', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step7 Task4 - Analysis Lecture 4,"['analysis', 'phase', 'lecture', '4', 'random', 'forest', 'continued', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step7 Task5 - Analysis Lecture 5,"['analysis', 'lecture', '5', 'boosted', 'decision', 'tree', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step8 Task1 - Transforming Data,"['transforming', 'titanic', 'training', 'dataset', 'input', 'classification', 'algorithm', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Python DS Learning Path Step8 Task2 - Analyze Training Set, Decision Tree","['analyze', 'titanic', 'training', 'set', 'decision', 'tree', 'classifier', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Python DS Learning Path Step8 Task3 - Analyze Training Set, Random Forest","['analyze', 'titanic', 'training', 'set', 'random', 'forest', 'classifier', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Python DS Learning Path Step8 Task4 - Analyze Training Set, Boosted Decision Trees","['analyze', 'titanic', 'training', 'set', 'boosted', 'decision', 'tree', 'classifier', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step8 Task5 - Titanic Character Exercise,"['test', 'classification', 'algorithm', 'dataset', 'titanic', 'movie', 'character', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step8 Task6 - Test Classifiers,"['test', 'classifier', 'titanic', 'test', 'dataset', 'submit', 'result', 'kaggle com', 'competition', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step9 Task1 - Estimation Part1,"['analyze', 'california', 'housing', 'dataset', 'part', '1', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step9 Task2 - Estimation Part 2,"['analyze', 'california', 'housing', 'dataset', 'part', '2', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step10 Task1 - Data Visualization Part1,"['data', 'visualization', 'best', 'practice', 'part1', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Python DS Learning Path Step10 Task2 - Data Visualization Part2,"['data', 'visualization', 'best', 'practice', 'part', '2', 'part', 'learning', 'path', 'titled', 'fundamental', 'data', 'science', 'file', 'meant', 'viewed', 'together', 'file', 'learning', 'path', 'standalone', 'file']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SSE Cyber Intermediate Video Series - Appendix D - Attack Path Analysis,"['brief', 'video', 'discus', 'attack', 'path', 'analysis', 'apa', 'featured', 'appendix', 'system', 'security', 'engineering', 'cyber', 'guidebook', 'ssecg']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Matlab integration with SysML Software (Cameo and Magic System of Systems Architect),"['video', 'take', 'lesson', 'learned', 'mbse', 'execution', 'youtube', 'channel', 'walk', 'integrate', 'matlab', 'sysml', 'software', 'use', 'matlab', 'function', 'activity', 'diagram', 'parametric', 'diagram', 'reference', 'mbse', 'execution', 'youtube', 'channel', 'http', 'www youtube com channel uc3b6aj3vbolap084zzsdyka']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Using SysML for Requirements Management,"['video', 'recording', 'wksp0732', 'current', 'topic', 'digital', 'lifecycle', 'management', 'specific', 'interest', 'using', 'system', 'modeling', 'language', 'sysml', 'requirement', 'management', 'video', 'short', 'presentation', 'sysml', 'approach', 'requirement', 'way', 'utilize', 'catia', 'magic', 'system', 'system', 'architecture', 'software', 'similar', 'cameo', 'system', 'modeler', 'requirement', 'management', 'discussed']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
SysML Package Diagram,"['video', 'provides', 'brief', 'overview', 'package', 'diagram', 'contained', 'within', 'system', 'modeling', 'language', 'sysml', 'contains', 'two', 'part', '1', 'understanding', 'element', 'relationship', 'used', 'within', 'diagram', '2', 'different', 'way', 'one', 'might', 'able', 'use', 'diagram', 'within', 'respective', 'description', 'system', 'model']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
SysML Use Case Diagram,"['video', 'provides', 'brief', 'overview', 'use', 'case', 'diagram', 'contained', 'within', 'system', 'modeling', 'language', 'sysml', 'contains', 'two', 'part', '1', 'understanding', 'element', 'relationship', 'used', 'within', 'diagram', '2', 'different', 'way', 'one', 'might', 'able', 'use', 'diagram', 'within', 'respective', 'description', 'system', 'model']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
SysML Requirement Diagram,"['video', 'provides', 'brief', 'overview', 'requirement', 'diagram', 'contained', 'within', 'system', 'modeling', 'language', 'sysml', 'contains', 'two', 'part', '1', 'understanding', 'element', 'relationship', 'used', 'within', 'diagram', '2', 'different', 'way', 'one', 'might', 'able', 'use', 'diagram', 'within', 'respective', 'description', 'system', 'model']",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
SysML Block Definition Diagram,"['video', 'provides', 'brief', 'overview', 'block', 'definition', 'diagram', 'bdd', 'contained', 'within', 'system', 'modeling', 'language', 'sysml', 'contains', 'two', 'part', '1', 'understanding', 'element', 'relationship', 'used', 'within', 'diagram', '2', 'different', 'way', 'one', 'might', 'able', 'use', 'diagram', 'within', 'respective', 'description', 'system', 'model']",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
SysML Internal Block Diagram,"['video', 'provides', 'brief', 'overview', 'internal', 'block', 'diagram', 'ibd', 'contained', 'within', 'system', 'modeling', 'language', 'sysml', 'contains', 'two', 'part', '1', 'understanding', 'element', 'relationship', 'used', 'within', 'diagram', '2', 'different', 'way', 'one', 'might', 'able', 'use', 'diagram', 'within', 'respective', 'description', 'system', 'model']",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
SysML Activity Diagram,"['video', 'provides', 'brief', 'overview', 'activity', 'diagram', 'contained', 'within', 'system', 'modeling', 'language', 'sysml', 'contains', 'two', 'part', '1', 'understanding', 'element', 'relationship', 'used', 'within', 'diagram', '2', 'different', 'way', 'one', 'might', 'able', 'use', 'diagram', 'within', 'respective', 'description', 'system', 'model']",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
SysML State Machine Diagram,"['video', 'provides', 'brief', 'overview', 'state', 'machine', 'diagram', 'contained', 'within', 'system', 'modeling', 'language', 'sysml', 'contains', 'two', 'part', '1', 'understanding', 'element', 'relationship', 'used', 'within', 'diagram', '2', 'different', 'way', 'one', 'might', 'able', 'use', 'diagram', 'within', 'respective', 'description', 'system', 'model']",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
SysML Sequence Diagram,"['video', 'provides', 'brief', 'overview', 'sequence', 'diagram', 'contained', 'within', 'system', 'modeling', 'language', 'sysml', 'contains', 'two', 'part', '1', 'understanding', 'element', 'relationship', 'used', 'within', 'diagram', '2', 'different', 'way', 'one', 'might', 'able', 'use', 'diagram', 'within', 'respective', 'description', 'system', 'model']",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
SysML Parametric Diagram,"['video', 'provides', 'brief', 'overview', 'perametric', 'diagram', 'contained', 'within', 'system', 'modeling', 'language', 'sysml', 'contains', 'two', 'part', '1', 'understanding', 'element', 'relationship', 'used', 'within', 'diagram', '2', 'different', 'way', 'one', 'might', 'able', 'use', 'diagram', 'within', 'respective', 'description', 'system', 'model']",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Cameo Systems Modeler READER installation instructions,"['cameo', 'system', 'modeler', 'reader', 'installation', 'instruction']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Design Trade Studies with SysML ,"['video', 'review', 'basic', 'establishing', 'high level', 'architectural', 'trade', 'study', 'include', 'discussion', 'objective', 'function', 'system', 'model', 'leveraged', 'automatically', 'generate', 'numerous', 'hundred', 'system', 'instance', 'performance', 'simple', 'sling', 'shot', 'design', 'created', 'alternative', 'design', 'input', 'assessed', 'using', 'cameo catia', 'design', 'data', 'exported', 'excel', 'assessment', 'pareto', 'frontier system', 'selection', 'include', 'demonstration', 'built in', 'trade', 'study', 'capability', 'using', 'cameo catia', 'presented', 'ltcol', 'amy', 'cox', 'afit env']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Custom Rollup Patterns for Catia Cameo and Magic System of Systems Architect,"['show', 'create', 'custom', 'rollup', 'pattern', 'catia', 'cameo', 'magic', 'system', 'system', 'architect', 'using', 'sysml', 'project']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DAF Digital Guide Website's Review,"['workshop', 'video', 'present', 'content', 'data', 'accessing', 'online', 'internal', 'external', 'available', 'digital', 'guide', 'latest', 'available', 'guidance', 'success', 'contact', 'information']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Digital Acquisition Best Practices & Lessons Learned, v4.0 - March 2023","['acquisition', 'center', 'excellence', 'compiled', 'document', 'updated', 'periodically', 'accumulate', 'publish', 'lesson', 'learned', 'program', 'employing', 'digital', 'application', 'transforming', 'acquisition', 'internet', 'owner', 'linked', 'content', 'control', 'content', 'potential', 'access', 'daf', 'digital', 'guide', 'referenced', 'content', 'subject', 'revision', 'change', 'current', 'version', 'available', 'website', 'usaf dps mil teams afmcde']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Contract Receipt & Review Process Decomposition to Inform IWMS 3.0 Redesign,"['applied', 'system', 'engineering', 'capstone', 'presentation', 'capt', 'spencer', 'sweat', 'present', 'decomposition', 'contract', 'receipt', 'review', 'process', 'within', 'defense', 'contract', 'management', 'agency', 'dcma', 'via', 'integrated', 'workload', 'management', 'system', '3 0', 'iwms', '3 0', 'present', 'methodology', 'recommendation', 'improvement']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
To Build or Not to Rebuild: A Decision Analysis for Nuclear Weapon Surveillance,"['applied', 'system', 'engineering', 'capstone', 'presentation', 'matthew', 'ratcliff', 'present', 'decision', 'analysis', 'determine', 'whether', 'new', 'testing', 'capability', 'existing', 'program', 'b61 12', 'tail', 'kit', 'assembly', 'implemented']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Implementing Decision Analysis Tools for Space Architecture Devleopment,"['applied', 'system', 'engineering', 'capstone', 'presentation', 'capt', 'derek', 'yarke', 'present', 'application', 'decision', 'analysis', 'tool', 'order', 'ass', 'collaboration', 'commercial', 'partner', 'amongst', 'various', 'space', 'architecture']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Application of SE to Fighter Mission Generation Force Element Certification in the AFFORGEN Model,"['applied', 'system', 'engineering', 'capstone', 'presentation', 'maj', 'eric', 'laprade', 'present', 'application', 'se', 'principle', 'towards', 'problem', 'force', 'element', 'certification', 'afforgen', 'model', 'process']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Applying MBSE in the Intelligence Community,"['applied', 'system', 'engineering', 'capstone', 'presentation', 'lt', 'kenji', 'johnston', 'demonstrates', 'application', 'se', 'principle', 'hypothetical', 'intelligence', 'analysis', 'uav', 'platform']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Human Performance Modeling for B-52 Crew Re-organization,"['applied', 'system', 'engineering', 'capstone', 'presentation', 'nate', 'harm', 'present', 'analysis', 'human', 'performance', 'modeling', 'future', 're organization', 'b 52', 'crew']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MBSE Data Model Integration with DevSecOps,"['applied', 'system', 'engineering', 'capstone', 'presentation', 'robert', 'hickman', 'demonstrates', 'application', 'mbse', 'concept', 'devsecops', 'pipeline', 'generate', 'updated', 'system', 'model', 'icd']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Can MBSE be used in CMMC certification?,"['applied', 'system', 'engineering', 'capstone', 'presentation', 'maj', 'kerollos', 'marzouk', 'present', 'finding', 'regarding', 'suitability', 'applying', 'mbse', 'cmmc', 'certification', 'process']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Defense and Joint Intelligence Organizations,"['architecture', 'defense', 'intelligence']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Acquisition: Digitally Modernizing,"['topic', 'present', 'information', 'acquisition', 'functional', 'activity', 'evolved', 'time', 'desired', 'transformed', 'collaborative', 'digital', 'environment', 'content', 'includes', 'latest', 'afmc', 'strategic', 'plan', 'building', 'code', 'memo', 'guidance', 'directive', 'supporting', 'transformation', 'workshop', 'also', 'provides', 'url', 'additional', 'information']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
